"Symbol","Trade DATE","NOCP"
"AAPL","1/15/2019","153.070000000000"
"AAPL","1/14/2019","150.000000000000"
"AAPL","1/11/2019","152.290000000000"
"AAPL","1/10/2019","153.800000000000"
"AAPL","1/9/2019","153.310000000000"
"AAPL","1/8/2019","150.750000000000"
"AAPL","1/7/2019","147.930000000000"
"AAPL","1/4/2019","148.260000000000"
"AAPL","1/3/2019","142.190000000000"
"AAPL","1/2/2019","157.920000000000"
"AAPL","12/31/2018","157.740000000000"
"AAPL","12/28/2018","156.230000000000"
"AAPL","12/27/2018","156.150000000000"
"AAPL","12/26/2018","157.170000000000"
"AAPL","12/24/2018","146.830000000000"
"AAPL","12/21/2018","150.730000000000"
"AAPL","12/20/2018","156.830000000000"
"AAPL","12/19/2018","160.890000000000"
"AAPL","12/18/2018","166.070000000000"
"AAPL","12/17/2018","163.940000000000"
"AAPL","12/14/2018","165.480000000000"
"AAPL","12/13/2018","170.950000000000"
"AAPL","12/12/2018","169.100000000000"
"AAPL","12/11/2018","168.630000000000"
"AAPL","12/10/2018","169.600000000000"
"AAPL","12/7/2018","168.490000000000"
"AAPL","12/6/2018","174.720000000000"
"AAPL","12/4/2018","176.690000000000"
"AAPL","12/3/2018","184.820000000000"
"AAPL","11/30/2018","178.580000000000"
"AAPL","11/29/2018","179.550000000000"
"AAPL","11/28/2018","180.940000000000"
"AAPL","11/27/2018","174.240000000000"
"AAPL","11/26/2018","174.620000000000"
"AAPL","11/23/2018","172.290000000000"
"AAPL","11/21/2018","176.780000000000"
"AAPL","11/20/2018","176.980000000000"
"AAPL","11/19/2018","185.860000000000"
"AAPL","11/16/2018","193.530000000000"
"AAPL","11/15/2018","191.410000000000"
"AAPL","11/14/2018","186.800000000000"
"AAPL","11/13/2018","192.230000000000"
"AAPL","11/12/2018","194.170000000000"
"AAPL","11/9/2018","204.470000000000"
"AAPL","11/8/2018","208.490000000000"
"AAPL","11/7/2018","209.950000000000"
"AAPL","11/6/2018","203.770000000000"
"AAPL","11/5/2018","201.590000000000"
"AAPL","11/2/2018","207.480000000000"
"AAPL","11/1/2018","222.220000000000"
"AAPL","10/31/2018","218.860000000000"
"AAPL","10/30/2018","213.300000000000"
"AAPL","10/29/2018","212.240000000000"
"AAPL","10/26/2018","216.300000000000"
"AAPL","10/25/2018","219.800000000000"
"AAPL","10/24/2018","215.090000000000"
"AAPL","10/23/2018","222.730000000000"
"AAPL","10/22/2018","220.650000000000"
"AAPL","10/19/2018","219.310000000000"
"AAPL","10/18/2018","216.020000000000"
"AAPL","10/17/2018","221.190000000000"
"AAPL","10/16/2018","222.150000000000"
"AAPL","10/15/2018","217.360000000000"
"AAPL","10/12/2018","222.110000000000"
"AAPL","10/11/2018","214.450000000000"
"AAPL","10/10/2018","216.360000000000"
"AAPL","10/9/2018","226.870000000000"
"AAPL","10/8/2018","223.770000000000"
"AAPL","10/5/2018","224.290000000000"
"AAPL","10/4/2018","227.990000000000"
"AAPL","10/3/2018","232.070000000000"
"AAPL","10/2/2018","229.280000000000"
"AAPL","10/1/2018","227.260000000000"
"AAPL","9/28/2018","225.740000000000"
"AAPL","9/27/2018","224.950000000000"
"AAPL","9/26/2018","220.420000000000"
"AAPL","9/25/2018","222.190000000000"
"AAPL","9/24/2018","220.790000000000"
"AAPL","9/21/2018","217.660000000000"
"AAPL","9/20/2018","220.030000000000"
"AAPL","9/19/2018","218.370000000000"
"AAPL","9/18/2018","218.240000000000"
"AAPL","9/17/2018","217.880000000000"
"AAPL","9/14/2018","223.840000000000"
"AAPL","9/13/2018","226.410000000000"
"AAPL","9/12/2018","221.070000000000"
"AAPL","9/11/2018","223.850000000000"
"AAPL","9/10/2018","218.330000000000"
"AAPL","9/7/2018","221.300000000000"
"AAPL","9/6/2018","223.100000000000"
"AAPL","9/5/2018","226.870000000000"
"AAPL","9/4/2018","228.360000000000"
"AAPL","8/31/2018","227.630000000000"
"AAPL","8/30/2018","225.030000000000"
"AAPL","8/29/2018","222.980000000000"
"AAPL","8/28/2018","219.700000000000"
"AAPL","8/27/2018","217.940000000000"
"AAPL","8/24/2018","216.160000000000"
"AAPL","8/23/2018","215.490000000000"
"AAPL","8/22/2018","215.050000000000"
"AAPL","8/21/2018","215.040000000000"
"AAPL","8/20/2018","215.460000000000"
"AAPL","8/17/2018","217.580000000000"
"AAPL","8/16/2018","213.320000000000"
"AAPL","8/15/2018","210.240000000000"
"AAPL","8/14/2018","209.750000000000"
"AAPL","8/13/2018","208.870000000000"
"AAPL","8/10/2018","207.530000000000"
"AAPL","8/9/2018","208.880000000000"
"AAPL","8/8/2018","207.250000000000"
"AAPL","8/7/2018","207.110000000000"
"AAPL","8/6/2018","209.070000000000"
"AAPL","8/3/2018","207.990000000000"
"AAPL","8/2/2018","207.390000000000"
"AAPL","8/1/2018","201.500000000000"
"AAPL","7/31/2018","190.290000000000"
"AAPL","7/30/2018","189.910000000000"
"AAPL","7/27/2018","190.980000000000"
"AAPL","7/26/2018","194.210000000000"
"AAPL","7/25/2018","194.820000000000"
"AAPL","7/24/2018","193.000000000000"
"AAPL","7/23/2018","191.610000000000"
"AAPL","7/20/2018","191.440000000000"
"AAPL","7/19/2018","191.880000000000"
"AAPL","7/18/2018","190.400000000000"
"AAPL","7/17/2018","191.450000000000"
"AAPL","7/16/2018","190.910000000000"
"AAPL","7/13/2018","191.330000000000"
"AAPL","7/12/2018","191.030000000000"
"AAPL","7/11/2018","187.880000000000"
"AAPL","7/10/2018","190.350000000000"
"AAPL","7/9/2018","190.580000000000"
"AAPL","7/6/2018","187.970000000000"
"AAPL","7/5/2018","185.400000000000"
"AAPL","7/3/2018","183.920000000000"
"AAPL","7/2/2018","187.180000000000"
"AAPL","6/29/2018","185.110000000000"
"AAPL","6/28/2018","185.500000000000"
"AAPL","6/27/2018","184.160000000000"
"AAPL","6/26/2018","184.430000000000"
"AAPL","6/25/2018","182.170000000000"
"AAPL","6/22/2018","184.920000000000"
"AAPL","6/21/2018","185.460000000000"
"AAPL","6/20/2018","186.500000000000"
"AAPL","6/19/2018","185.690000000000"
"AAPL","6/18/2018","188.740000000000"
"AAPL","6/15/2018","188.840000000000"
"AAPL","6/14/2018","190.800000000000"
"AAPL","6/13/2018","190.700000000000"
"AAPL","6/12/2018","192.280000000000"
"AAPL","6/11/2018","191.230000000000"
"AAPL","6/8/2018","191.700000000000"
"AAPL","6/7/2018","193.460000000000"
"AAPL","6/6/2018","193.980000000000"
"AAPL","6/5/2018","193.310000000000"
"AAPL","6/4/2018","191.830000000000"
"AAPL","6/1/2018","190.240000000000"
"AAPL","5/31/2018","186.870000000000"
"AAPL","5/30/2018","187.500000000000"
"AAPL","5/29/2018","187.900000000000"
"AAPL","5/25/2018","188.580000000000"
"AAPL","5/24/2018","188.150000000000"
"AAPL","5/23/2018","188.360000000000"
"AAPL","5/22/2018","187.160000000000"
"AAPL","5/21/2018","187.630000000000"
"AAPL","5/18/2018","186.310000000000"
"AAPL","5/17/2018","186.990000000000"
"AAPL","5/16/2018","188.180000000000"
"AAPL","5/15/2018","186.440000000000"
"AAPL","5/14/2018","188.150000000000"
"AAPL","5/11/2018","188.590000000000"
