"Symbol","Trade DATE","NOCP"
"COST","8/29/2018","230.190000000000"
"COST","8/28/2018","230.260000000000"
"COST","8/27/2018","230.030000000000"
"COST","8/24/2018","231.280000000000"
"COST","8/23/2018","229.510000000000"
"COST","8/22/2018","229.210000000000"
"COST","8/21/2018","228.540000000000"
"COST","8/20/2018","227.350000000000"
"COST","8/17/2018","225.680000000000"
"COST","8/16/2018","223.190000000000"
"COST","8/15/2018","221.670000000000"
"COST","8/14/2018","222.000000000000"
"COST","8/13/2018","219.560000000000"
"COST","8/10/2018","220.310000000000"
"COST","8/9/2018","218.240000000000"
"COST","8/8/2018","224.580000000000"
"COST","8/7/2018","223.860000000000"
"COST","8/6/2018","222.720000000000"
"COST","8/3/2018","222.030000000000"
"COST","8/2/2018","221.120000000000"
"COST","8/1/2018","217.130000000000"
"COST","7/31/2018","218.710000000000"
"COST","7/30/2018","219.110000000000"
"COST","7/27/2018","219.650000000000"
"COST","7/26/2018","221.720000000000"
"COST","7/25/2018","220.700000000000"
"COST","7/24/2018","218.580000000000"
"COST","7/23/2018","218.840000000000"
"COST","7/20/2018","218.690000000000"
"COST","7/19/2018","217.540000000000"
"COST","7/18/2018","214.970000000000"
"COST","7/17/2018","215.000000000000"
"COST","7/16/2018","214.850000000000"
"COST","7/13/2018","216.540000000000"
"COST","7/12/2018","214.020000000000"
"COST","7/11/2018","210.950000000000"
"COST","7/10/2018","211.700000000000"
"COST","7/9/2018","210.940000000000"
"COST","7/6/2018","209.620000000000"
"COST","7/5/2018","209.140000000000"
"COST","7/3/2018","207.120000000000"
"COST","7/2/2018","207.990000000000"
"COST","6/29/2018","208.980000000000"
"COST","6/28/2018","208.710000000000"
"COST","6/27/2018","210.030000000000"
"COST","6/26/2018","210.090000000000"
"COST","6/25/2018","211.750000000000"
"COST","6/22/2018","211.100000000000"
"COST","6/21/2018","209.960000000000"
"COST","6/20/2018","207.980000000000"
"COST","6/19/2018","207.530000000000"
"COST","6/18/2018","206.210000000000"
"COST","6/15/2018","207.320000000000"
"COST","6/14/2018","205.120000000000"
"COST","6/13/2018","204.110000000000"
"COST","6/12/2018","204.880000000000"
"COST","6/11/2018","204.500000000000"
"COST","6/8/2018","203.760000000000"
"COST","6/7/2018","202.570000000000"
"COST","6/6/2018","197.660000000000"
"COST","6/5/2018","197.840000000000"
"COST","6/4/2018","198.620000000000"
"COST","6/1/2018","197.130000000000"
"COST","5/31/2018","198.240000000000"
"COST","5/30/2018","199.640000000000"
"COST","5/29/2018","196.740000000000"
"COST","5/25/2018","198.360000000000"
"COST","5/24/2018","198.890000000000"
"COST","5/23/2018","198.140000000000"
"COST","5/22/2018","198.970000000000"
"COST","5/21/2018","199.620000000000"
"COST","5/18/2018","198.960000000000"
"COST","5/17/2018","199.600000000000"
"COST","5/16/2018","198.710000000000"
"COST","5/15/2018","195.480000000000"
"COST","5/14/2018","195.880000000000"
"COST","5/11/2018","195.760000000000"
